2025-10-06 15:12:39,605 INFO started
2025-10-06 15:13:11,319 INFO started
2025-10-06 15:13:11,398 INFO started
2025-10-06 15:13:12,885 INFO started
2025-10-06 15:13:14,135 INFO started
2025-10-06 15:13:14,388 INFO started
2025-10-06 15:13:14,740 INFO started
2025-10-06 15:13:15,072 INFO started
2025-10-06 15:13:15,552 INFO started
2025-10-06 15:14:07,233 INFO started
2025-10-06 15:15:45,210 INFO started
2025-10-06 15:15:55,990 INFO started
2025-10-06 15:15:57,959 INFO started
2025-10-06 15:15:58,714 INFO started
2025-10-06 15:15:58,976 INFO started
2025-10-06 15:15:59,247 INFO started
2025-10-06 15:15:59,489 INFO started
2025-10-06 15:16:01,105 INFO started
2025-10-06 15:16:32,740 INFO started
2025-10-06 15:20:12,750 INFO started
2025-10-07 07:50:34,313 INFO started
2025-10-07 07:50:34,516 INFO started
2025-10-07 07:50:36,125 INFO started
2025-10-07 07:50:37,986 INFO started
2025-10-07 07:50:38,217 INFO started
2025-10-07 07:50:38,450 INFO started
2025-10-07 07:50:38,589 INFO started
2025-10-07 07:50:38,730 INFO started
2025-10-07 08:23:53,411 INFO started
2025-10-09 08:05:13,405 INFO started
2025-10-11 21:27:47,901 INFO started
2025-10-11 21:27:49,378 INFO started
2025-10-11 21:27:49,680 INFO started
2025-10-11 21:27:49,986 INFO started
2025-10-11 21:27:50,283 INFO started
2025-10-12 21:27:46,979 INFO started
2025-10-12 21:27:48,226 INFO started
2025-10-12 21:27:48,571 INFO started
2025-10-12 21:27:48,914 INFO started
2025-10-12 21:27:49,275 INFO started
2025-10-13 07:41:56,776 INFO started
2025-10-13 07:42:30,417 INFO started
2025-10-13 07:42:30,417 INFO started
2025-10-13 07:42:31,562 INFO started
2025-10-13 07:42:32,426 INFO started
2025-10-13 07:42:32,637 INFO started
2025-10-13 07:42:32,836 INFO started
2025-10-13 07:42:33,068 INFO started
2025-10-13 07:42:34,032 INFO started
2025-10-14 12:17:35,634 INFO started
2025-10-14 20:31:44,286 INFO started
2025-10-14 20:31:45,161 INFO started
2025-10-14 20:31:45,444 INFO started
2025-10-14 20:31:45,740 INFO started
2025-10-14 20:31:46,042 INFO started
2025-10-16 02:31:46,309 INFO started
2025-10-16 02:31:47,573 INFO started
2025-10-16 02:31:47,855 INFO started
2025-10-16 02:31:48,105 INFO started
2025-10-16 02:31:48,371 INFO started
2025-10-16 07:57:03,171 INFO started
2025-10-16 07:57:14,977 INFO started
2025-10-16 07:57:15,134 INFO started
2025-10-16 07:57:16,418 INFO started
2025-10-16 07:57:17,509 INFO started
2025-10-16 07:57:17,727 INFO started
2025-10-16 07:57:17,947 INFO started
2025-10-16 07:57:18,150 INFO started
2025-10-16 07:57:18,854 INFO started
2025-10-16 11:24:18,213 INFO started
2025-10-17 20:31:47,763 INFO started
2025-10-17 20:31:49,013 INFO started
2025-10-17 20:31:49,316 INFO started
2025-10-17 20:31:49,605 INFO started
2025-10-17 20:31:49,969 INFO started
2025-10-18 14:31:47,444 INFO started
2025-10-18 14:31:48,719 INFO started
2025-10-18 14:31:49,798 INFO started
2025-10-18 14:31:50,062 INFO started
2025-10-18 14:31:50,328 INFO started
2025-10-21 02:39:45,466 INFO started
2025-10-21 02:39:46,513 INFO started
2025-10-21 02:39:46,763 INFO started
2025-10-21 02:39:47,029 INFO started
2025-10-21 02:39:47,309 INFO started
2025-10-21 15:31:32,506 INFO started
2025-10-21 15:31:33,542 INFO started
2025-10-21 15:31:33,779 INFO started
2025-10-21 15:31:34,029 INFO started
2025-10-21 15:31:34,269 INFO started
2025-10-25 15:04:31,109 INFO started
2025-10-25 15:04:32,203 INFO started
2025-10-25 15:04:32,480 INFO started
2025-10-25 15:04:32,727 INFO started
2025-10-25 15:04:32,982 INFO started
2025-10-29 02:12:41,224 INFO started
2025-10-29 02:12:42,395 INFO started
2025-10-29 02:12:42,645 INFO started
2025-10-29 02:12:42,895 INFO started
2025-10-29 02:12:43,150 INFO started
2025-11-03 07:27:44,299 INFO started
2025-11-03 07:27:45,565 INFO started
2025-11-03 07:27:45,828 INFO started
2025-11-03 07:27:46,095 INFO started
2025-11-03 07:27:46,361 INFO started
2025-11-07 19:23:59,812 INFO started
2025-11-07 19:24:00,969 INFO started
2025-11-07 19:24:01,219 INFO started
2025-11-07 19:24:01,453 INFO started
2025-11-07 19:24:01,703 INFO started
